ID_VALDA,FIN_VALDA,INI_VALDA,ID_DATO,ID_UNIDAD,ID_MUN,VAL_VALDA,ID_DEPTO
2648879,2013-12-31,2013-01-01,684,20,,4.50000,91
2648880,2013-12-31,2013-01-01,684,20,,4.30000,05
2648881,2013-12-31,2013-01-01,684,20,,4.30000,81
2648882,2013-12-31,2013-01-01,684,20,,4.20000,08
2648883,2013-12-31,2013-01-01,684,20,,4.00000,11
2648884,2013-12-31,2013-01-01,684,20,,3.40000,13
2648885,2013-12-31,2013-01-01,684,20,,3.40000,15
2648886,2013-12-31,2013-01-01,684,20,,3.30000,17
2648887,2013-12-31,2013-01-01,684,20,,3.00000,18
2648888,2013-12-31,2013-01-01,684,20,,3.00000,85
2648889,2013-12-31,2013-01-01,684,20,,2.90000,19
2648890,2013-12-31,2013-01-01,684,20,,2.90000,20
2648891,2013-12-31,2013-01-01,684,20,,2.80000,27
2648892,2013-12-31,2013-01-01,684,20,,2.80000,23
2648893,2013-12-31,2013-01-01,684,20,,2.80000,25
2648894,2013-12-31,2013-01-01,684,20,,2.60000,94
2648895,2013-12-31,2013-01-01,684,20,,2.60000,95
2648896,2013-12-31,2013-01-01,684,20,,2.50000,41
2648897,2013-12-31,2013-01-01,684,20,,2.40000,44
2648898,2013-12-31,2013-01-01,684,20,,2.40000,47
2648899,2013-12-31,2013-01-01,684,20,,2.20000,50
2648900,2013-12-31,2013-01-01,684,20,,2.10000,52
2648901,2013-12-31,2013-01-01,684,20,,2.10000,54
2648902,2013-12-31,2013-01-01,684,20,,2.00000,86
2648903,2013-12-31,2013-01-01,684,20,,2.00000,63
2648904,2013-12-31,2013-01-01,684,20,,1.90000,66
2648905,2013-12-31,2013-01-01,684,20,,1.90000,88
2648906,2013-12-31,2013-01-01,684,20,,1.90000,68
2648907,2013-12-31,2013-01-01,684,20,,1.80000,70
2648908,2013-12-31,2013-01-01,684,20,,1.80000,73
2648909,2013-12-31,2013-01-01,684,20,,1.80000,76
2648910,2013-12-31,2013-01-01,684,20,,1.80000,97
2648911,2013-12-31,2013-01-01,684,20,,1.50000,99
